SKU,Articulo,Precio_Publico,Sucursal_Bodega,Stock_Actual
48311,"CONTACTO DUPLEX, 2P 3H MARFIL",16.38,Almacen de Mercancia en Consignacion                        ,0
48530,"EXTRACTOR DE AIRE 4"" BLANCO VOLTEC*",331.9,Almacen Uno                                                 ,0
57022,TRAPEADOR DE MICROFIBRA TIPO TOALLA*,73.28,Almacen de Mercancia en Consignacion                        ,0
101101,"NAVAJA ABATIBLE 6"" CUERPO DE ALUMINIO Y ACERO INOX*",168.1,Almacen de Mercancia en Consignacion                        ,0
102243,DESARMADOR DIELECTRICO PLANO 1/4*6*,75,Almacen de Mercancia en Consignacion                        ,0
102241,"DESARMADOR DIELCTRICO D CRUX 1/4"" * 4""",65.52,Almacen de Mercancia en Consignacion                        ,0
102240,"DESARMADOR DIELECTRICO DE CRUZ 3/16""*3",47.41,Almacen de Mercancia en Consignacion                        ,0
101827,BROCA AZULEJO 1/4 TRUPER*,85.34,Almacen de Mercancia en Consignacion                        ,0
102965,"TALACHO-PICO 2.5 LB MANGO MADERA 36""*",306.03,Almacen de Mercancia en Consignacion                        ,0
103015,"MACHETE DOBLIE FILO 10"" CACHA INYECTADA CON FUNDA*",211.21,Almacen de Mercancia en Consignacion                        ,0
103076,SELLADOR ACRILICO 280ML NEGRO PRETUL,62.07,Almacen de Mercancia en Consignacion                        ,0
EATO0088,"CONTACTO FIJO 2P, 3H, 30A, 127V, L530R""",326.97,Almacen Uno                                                 ,0
EATO0088,"CONTACTO FIJO 2P, 3H, 30A, 127V, L530R""",326.97,Almacen de Mercancia en Consignacion                        ,0
EATO0087,"CLAVIJA MEDIA VUELTA 2P, 3H, 30A, 127V, L530P""",384.93,Almacen Uno                                                 ,0
EATO0087,"CLAVIJA MEDIA VUELTA 2P, 3H, 30A, 127V, L530P""",384.93,Almacen de Mercancia en Consignacion                        ,0
68038,"MOCHILA TÁCTICA NEGRA, TRUPER",228.45,Almacen de Mercancia en Consignacion                        ,0
67021,"BOLSO TÁCTICO NEGRO PARA CINTURÓN, TRUPER*",73.28,Almacen de Mercancia en Consignacion                        ,0
MR16LED6C,MR16 6W LED LUZ BLANCA,52.97,Almacen de Mercancia en Consignacion                        ,0
MR16LED3W,MR16 LED 3W 100-127V AZUL,153.64,Almacen de Mercancia en Consignacion                        ,0
ORBI0010,"CAJA FS 3/4"" 4X4 3H ORBT 2B753*",207.3,Almacen de Mercancia en Consignacion                        ,0
ORBI0001,"CAJA FS 3/4"" 2X4 3H ORBT 1B75-3*",141.65,Almacen Uno                                                 ,0
ORBI0001,"CAJA FS 3/4"" 2X4 3H ORBT 1B75-3*",141.65,Almacen de Mercancia en Consignacion                        ,0
REEL0001,REGISTRO ELECTRICO 49X34X30,814.8,Almacen Uno                                                 ,0
REEL0001,REGISTRO ELECTRICO 49X34X30,814.8,Almacen de Mercancia en Consignacion                        ,0
CAIT0006,"CAJA CUADRADA 4X4""*",12.9,Almacen de Mercancia en Consignacion                        ,0
CAIT0008,CAJA CUADRADA 5X5*,34.73,Almacen de Mercancia en Consignacion                        ,0
CAIT0004,"CAJA OCTAGONAL 4"" ECONOMICA*",24.97,Almacen de Mercancia en Consignacion                        ,0
CAIT0005,"CAJA OCTAGONAL 4"" REFORZADA*",26.25,Almacen de Mercancia en Consignacion                        ,0
CAIT0009,CAJA CUADRADA 6X6*,73.5,Almacen de Mercancia en Consignacion                        ,0
CAIT0020,"TAPA CUADRADA 6""",12,Almacen de Mercancia en Consignacion                        ,0
CAIT0025,"BOTE INTEGRAL 6"" X 10CM""",50.25,Almacen de Mercancia en Consignacion                        ,0
FULM0001,FULMINANTE CAL 22 AMARILLO RAMSET*,3.63,Almacen de Mercancia en Consignacion                        ,0
FULM0002,FULMINANTE CAL 22 VERDE RAMSET*,3.63,Almacen de Mercancia en Consignacion                        ,0
FULM0015,"CLAVO HILTY 1"" CON ARANDELA 1/4""",2.34,Almacen Uno                                                 ,0
FULM0015,"CLAVO HILTY 1"" CON ARANDELA 1/4""",2.34,Almacen de Mercancia en Consignacion                        ,0
LEVI0030,"APAGADOR DECORA SENCILLO 15A, 560302W*",77.046,Almacen de Mercancia en Consignacion                        ,0
SURT0018,"BASE PORTALAMPARA P/TUBO T8 2 PIN G13""",18.86,Almacen de Mercancia en Consignacion                        ,0
FULG0005,"CONTACTO CHINO 2P, 3H, 20A, 250V""",58.38,Almacen de Mercancia en Consignacion                        ,0
LEVI0084,"CONTACTO DUPLEX 2P, 3H, 15A, 125V NARANJA GRAD HOSP D8200IG""",381.95,Almacen Uno                                                 ,0
LEVI0084,"CONTACTO DUPLEX 2P, 3H, 15A, 125V NARANJA GRAD HOSP D8200IG""",381.95,Almacen de Mercancia en Consignacion                        ,0
LEVI0085,"CONTACTO DUPLEX 2P, 3H, 20A, 125V NARANJA GRAD HOSP IG362OIG",233.595,Almacen de Mercancia en Consignacion                        ,0
EATO0020,"CONTACTO FIJO 2P, 3H, 30A 250V, L630R""",115.5,Almacen de Mercancia en Consignacion                        ,0
LEVI0009,"PLACA ESTANDAR DECORA 2 TORNILLOS BLANCO 80401W""",12.78,Almacen de Mercancia en Consignacion                        ,0
COOP0001,PLACA CONTACTO REDONDO 34M TIPO FS*,17.06,Almacen de Mercancia en Consignacion                        ,0
LEVI0055,"CONTACTO CHINO 2P, 3H, 20A, 5821-I""",21,Almacen Uno                                                 ,0
EATO0003,"CONTACTO DUPLEX 2P, 3H, 15A, 127V BLANCO 268V EATON",25.65,Almacen Uno                                                 ,0
BALA0018,"BAL ELE 1-2 LAM T5 (14,21,28,35W) 127/277V725-U-254R1S",270,Almacen Uno                                                 ,0
BALA0025,BAL ELE 1-2X39W REEL239SC PHILLIPS,244.5,Almacen Uno                                                 ,0
BALA0026,"BAL ELE 1-2 LAM T12 (20,34 ,40W) 127V ERO-240-SC",219,Almacen Uno                                                 ,0
BALA0027,BAL MAG 2X75W T12 127V PHILLIPS,223.05,Almacen Uno                                                 ,0
BALA0030,BAL ELE 3X32 T8 ICN-3P32N PHILIPS,243.45,Almacen Uno                                                 ,0
COOP0015,PLACA INTERPERIE CONTACTO REDONDO 40MM,0,Almacen Uno                                                 ,0
EATO0001,"CONTACTO DUPLEX GFI 2P, 3H, 15A, 125V MGF15W""",244.935,Almacen de Mercancia en Consignacion                        ,0
BALA0001,"BAL ELE 1-2 LAM T8 (17,25,28,30,32W) 127V EI8-232",193.62,Almacen Uno                                                 ,0
BALA0002,BAL ELE 1-2 LAM T8 59W 127V 758-259- LEEJUN,228.15,Almacen Uno                                                 ,0
BALA0004,BAL ELE 2X39 SLI-239-120 SLIGHT,282.75,Almacen Uno                                                 ,0
BALA0005,BAL ALE 2X32 SLI232-UNVPB SLIGHT,243.36,Almacen Uno                                                 ,0
BALA0010,"BAL ELE 4 LAMP T8 (17,31,32 W) 127V758-432-SC",383.85,Almacen Uno                                                 ,0
BALA0015,"BAL ELE 1-2 LAM T5 (14,21,28,35W) 127/277V725-U-228R1S",425.93,Almacen Uno                                                 ,0
BOOM0001,REFLECTOR BCO 10W 6500K 100-240V BOOMER*,159.62,Almacen de Mercancia en Consignacion                        ,0
BOOM0002,REFLECTOR BCO 20W 6500K 100-240V BOOMER*,233.82,Almacen de Mercancia en Consignacion                        ,0
BACE0002,"RECEPTACULO PARA FOTOCELDA""",49.16,Almacen de Mercancia en Consignacion                        ,0
BACE0003,"FOTOCELDA 110-220V""",130.62,Almacen de Mercancia en Consignacion                        ,0
BOOM0047,LUMINARIA SOBREPONER LED 12W 6500°K CIRCULAR BOOMER,165.93,Almacen Uno                                                 ,0
CAFS0001,"CAJA FST 1/2""*",107.52,Almacen de Mercancia en Consignacion                        ,0
CINA0006,"CINC NATURAL ACT 300-3 18KG 12""",1.52,Almacen de Mercancia en Consignacion                        ,0
POAN0002,"POLIDUCTO ANILLADA 3/4"" C/GUIA",6.78,Almacen de Mercancia en Consignacion                        ,0
POAN0003,"POLIDUCTO ANILLADA 1"" C/GUIA",15.39,Almacen de Mercancia en Consignacion                        ,0
CINE0010,"CINC NEGRO ACN 370-4 22KG 14.5""",2.17,Almacen de Mercancia en Consignacion                        ,0
CINE0020,CINCHO NEGRO PARA EXTERIOR 4.8X380MM BESTEN,1.26,Almacen de Mercancia en Consignacion                        ,0
TOCC0011,TOPE CAÑON CORTO CAL. 250*,117.36,Almacen de Mercancia en Consignacion                        ,0
TOCC0003,TOPE CAÑON CORTO CAL. 8*,28.41,Almacen de Mercancia en Consignacion                        ,0
TOCC0004,TOPE CAÑON CORTO CAL. 6*,27.71,Almacen de Mercancia en Consignacion                        ,0
TOAM0001,TOPE AMARILLO CAL 12-10*,1.79,Almacen de Mercancia en Consignacion                        ,0
TOCC0007,TOPE CAÑON CORTO CAL. 1/0*,57.66,Almacen de Mercancia en Consignacion                        ,0
TOCL0009,TOPE CAÑON LARGO CAL 3/0*,149.7,Almacen Uno                                                 ,0
ZAAM0004,"ZAPATA ANILLO AMARILLO CAL 12-10 3/8""*",3.14,Almacen de Mercancia en Consignacion                        ,0
ZACC0027,"ZAPATA PONCH C/C 1B CAL. 500-1/2""*",215.25,Almacen Uno                                                 ,0
ZACC0024,"ZAPATA PONCH C/C 1B CAL. 4/0-1/2""",72.45,Almacen de Mercancia en Consignacion                        ,0
ZACC0005,"ZAPATA PONCH C/C 1B CAL. 6-1/4""*",19.43,Almacen de Mercancia en Consignacion                        ,0
ZACC0007,"ZAPATA PONCH C/C 1B CAL. 4-3/8""",29.93,Almacen Uno                                                 ,0
ZACC0004,"ZAPATA PONCH C/C 1B CAL. 6-3/8""*",22.63,Almacen Uno                                                 ,0
ZACC0001,"ZAPATA PONCH C/C 1B CAL. 8-3/8""*",18.38,Almacen de Mercancia en Consignacion                        ,0
ZAME0001,ZAPATA MEC BR CAL 4*,39.45,Almacen de Mercancia en Consignacion                        ,0
ZAHO0001,ZAPATA HORQUILLA AMARILLO CAL 12-10 3/16*,2.07,Almacen de Mercancia en Consignacion                        ,0
ARBR0005,"ARANDELA PLANA BRONCE  AL SILICIO 3/8""*",16.29,Almacen de Mercancia en Consignacion                        ,0
UNNO0003,"N1372BL PLACA BCA 2 MODULOS""",44,Almacen de Mercancia en Consignacion                        ,0
ESTE0013,EP230C ITM 2X30 CURVA C ESTEVEZ*,248.85,Almacen de Mercancia en Consignacion                        ,0
ESTE0024,CENTRO DE CARGA EQD-6E,660.45,Almacen Uno                                                 ,0
S00425,REFLECTOR FLAT LED 30W 65K DCLITE*,86.85,Almacen de Mercancia en Consignacion                        ,0
S00352,LUMINARIA DE EMERGENCIA LED R2F 2.4W,401.85,Almacen de Mercancia en Consignacion                        ,0
S00511,FOCO TORPEDO 40W E14 130V CRISTAL CLARO,12.45,Almacen Uno                                                 ,0
S00026,TUBO FLUORESCENTE 32W T8,47.25,Almacen Uno                                                 ,0
CAPU0004,CAPUCHON AMRILLO ROJO 3M,3.51,Almacen de Mercancia en Consignacion                        ,0
A19LED010,3PACK FOCO DOMESTICO A19 LED 8.5W 100-240V 6500K,90.52655,Almacen Uno                                                 ,0
MR16LED55B,MR16 5.5 W LED LUZ,59.85,Almacen de Mercancia en Consignacion                        ,0
CAPU0007,"CAPUCHON NARANJA CAL 16-14""",0.74,Almacen de Mercancia en Consignacion                        ,0
TUFL0047,TUBO FLUORESCENTE 59W 5000K T8,115.85,Almacen Uno                                                 ,0
ESTE0003,EP130C ITM 1X30 CURVA C ESTEVEZ*,111.3,Almacen de Mercancia en Consignacion                        ,0
TUFL0022,TUBO FLUORESCENTE 28W 6500K T5,92.93,Almacen de Mercancia en Consignacion                        ,0
TECL0115,LUMINARIA HIGH BAY LED 100W 100/227V,1431.15,Almacen de Mercancia en Consignacion                        ,0
FKSS1265,PANEL LED SLIM 12W (6500K)*,110.8,Almacen de Mercancia en Consignacion                        ,0
FKSS1865,PANL LED SLIM 18W FOKASU,141.22,Almacen Uno                                                 ,0
FKSPRO200,REFLECTOR LED 200W,2003.91,Almacen Uno                                                 ,0
FKSF1265,PANEL LED SOBREPUESTO 12W (6500K)*,123.82,Almacen de Mercancia en Consignacion                        ,0
QOP0031,TUBO LED CRISTAL 18W PQ09-74,60,Almacen Uno                                                 ,0
FKSS965,PANEL LED SLIM 9W (6500K)**,97.76,Almacen de Mercancia en Consignacion                        ,0
FKSUFO01,REFECTOR CAMPANA TIPO UFO 100W*,1447.83,Almacen Uno                                                 ,0
FKSUFO01,REFECTOR CAMPANA TIPO UFO 100W*,1447.83,Almacen de Mercancia en Consignacion                        ,0
QOP0066,PANEL LED 48W 60X60 6500°K PQ10-11,592.5,Almacen de Mercancia en Consignacion                        ,0
QOP0050,GABINETE APH 2X18 PARA TUBO LED Q10-50,277.5,Almacen de Mercancia en Consignacion                        ,0
3M0004,CINTA TEMFLEX 1600 3M AMARILLA*,30.17,Almacen Uno                                                 ,0
3M0006,CINTA TEMFLEX 1600 3M VERDE*,30.17,Almacen Uno                                                 ,0
3M0006,CINTA TEMFLEX 1600 3M VERDE*,30.17,Almacen de Mercancia en Consignacion                        ,0
SURT0004,"BASE PARA LAMPARA T8 2PIN V CON CABLE""",21,Almacen de Mercancia en Consignacion                        ,0
COOP0010,TAPA p/CONTACTO INDUSTRIAL AH2140*,471.44,Almacen de Mercancia en Consignacion                        ,0
WD40,LUBRICANTE AFLOJATODO WD-40 5.5OZ*,115.19,Almacen Uno                                                 ,0
TAFS0014,TAPA PARA CONTACTO REDONDO DS21 37MM 4TORN*,27.6,Almacen de Mercancia en Consignacion                        ,0
TAPO0002,"TAPON FS GALV 3/4""*",13.87,Almacen de Mercancia en Consignacion                        ,0
TAFS0006,TAPA DUPLEX DI23 1 BARRENO*,30.66,Almacen de Mercancia en Consignacion                        ,0
TAFS0007,TAPA DUPLEX DS23 4 BARRENOS*,29.1,Almacen de Mercancia en Consignacion                        ,0
TAFS0003,TAPA CIEGA DS10 4 BARRENOS*,26.25,Almacen de Mercancia en Consignacion                        ,0
TAFS0004,TAPAS P/DUPLEX MARCA ANCLO,26.67,Almacen Uno                                                 ,0
CTSR0001,"CONECTOR CON TORNILLO 1/2""*",8.06,Almacen de Mercancia en Consignacion                        ,0
CTSR0006,"CONECTOR CON TORNILLO 2""*",63.4,Almacen de Mercancia en Consignacion                        ,0
CTSR0003,"CONECTOR CON TORNILLO 1""*",16,Almacen de Mercancia en Consignacion                        ,0
CTSR0004,"CONECTOR CON TORNILLO 1 1/4""*",79.92,Almacen de Mercancia en Consignacion                        ,0
CTLI0017,"CONECT CURVO LICUTITE 3/4""*",43.08,Almacen de Mercancia en Consignacion                        ,0
CTLI0018,"CONECT CURVO LICUTITE 1""",100.62,Almacen de Mercancia en Consignacion                        ,0
CTLI0009,"CONECT RECTO LICUTITE 3""*",579.86,Almacen Uno                                                 ,0
CTLI0009,"CONECT RECTO LICUTITE 3""*",579.86,Almacen de Mercancia en Consignacion                        ,0
CTLI0016,"CONECT CURVO LICUTITE 1/2""*",31.08,Almacen de Mercancia en Consignacion                        ,0
CTLI0004,"CONECT RECTO LICUTITE 1""*",48.62,Almacen de Mercancia en Consignacion                        ,0
CTLI0002,"CONECT RECTO LICUTITE 1/2""*",21.48,Almacen de Mercancia en Consignacion                        ,0
CTLI0003,"CONECT RECTO LICUTITE 3/4""*",35.15,Almacen de Mercancia en Consignacion                        ,0
COWP0003,"COPLE WP 1""*",33.42,Almacen de Mercancia en Consignacion                        ,0
COWP0006,"COPLE WP 2""*",98.28,Almacen Uno                                                 ,0
COWP0002,"COPLE WP 3/4""*",19.7,Almacen de Mercancia en Consignacion                        ,0
COSR0001,"COPLE CON TORNILLO 1/2""*",5.75,Almacen de Mercancia en Consignacion                        ,0
COSR0003,"COPLE CON TORNILLO 1""*",9.92,Almacen de Mercancia en Consignacion                        ,0
COSR0006,"COPLE CON TORNILLO 2""*",42.75,Almacen Uno                                                 ,0
COSR0006,"COPLE CON TORNILLO 2""*",42.75,Almacen de Mercancia en Consignacion                        ,0
CTZA0002,"CONECTOR ZAPA RECTO 3/4""*",14.64,Almacen de Mercancia en Consignacion                        ,0
MONI0002,"MONITOR 3/4""*",5.04,Almacen de Mercancia en Consignacion                        ,0
MONI0003,"MONITOR 1""*",8.45,Almacen de Mercancia en Consignacion                        ,0
CTZA0001,"CONECTOR ZAPA RECTO 1/2""*",9.74,Almacen de Mercancia en Consignacion                        ,0
CTUR0001,"CONECTOR USO RUDO 1/2""*",6.71,Almacen de Mercancia en Consignacion                        ,0
